Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"TASK-ANA-011: Test linting workflow with invalid files","Create a test pull request containing a deliberately malformed YAML file and a malformed JSON file to verify that the CI workflow fails as expected and blocks the merge.","Task","Backlog","Critical","devops@project.com","pm@project.com","2024-08-09","2","ci,testing","Sprint 1","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-005","TASK-ANA-010","2024-07-29 09:00","2024-07-29 09:00","CI/CD,Git"
"US-006: Implement Automated Cross-Schema Consistency Checks","As a member of the Data Team, I want to automatically verify that all defined data points have a corresponding privacy rule, so that we prevent accidental omission of privacy controls and ensure continuous compliance.

**Acceptance Criteria:**
1. The CI pipeline executes a custom validation script after linting.
2. The build fails with a clear error if an event parameter is added but is missing from the privacy map.
3. The build fails if a parameter exists in the privacy map but not in the schema files.","Story","Backlog","Critical","","pm@project.com","2024-08-23","32.5","automation,testing,compliance","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","EPIC-ANA-002","US-004,US-005","2024-07-29 09:00","2024-07-29 09:00",""
"TASK-ANA-012: Design and write core logic for consistency script","Write a Python script (`scripts/validator.py`) that implements the core validation logic. The script must: 1. Parse `custom_events.json`, `user_properties.json`, and `privacy_compliance_map.json`. 2. Extract all parameter names from events and all property names. 3. Extract all mapped keys from the privacy map. 4. Compare the sets and identify discrepancies. 5. Print clear error messages and exit with a non-zero status code.","Task","Backlog","Critical","data-eng-1@project.com","pm@project.com","2024-08-23","12","automation,testing,python","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","Depends on the final, reviewed schemas from Sprint 1.","US-006","TASK-ANA-008","2024-07-29 09:00","2024-07-29 09:00","Python,JSON,Scripting"
"TASK-ANA-013: Write unit tests for the validation script","To mitigate the risk of a buggy validator, create unit tests for `scripts/validator.py` using a framework like pytest. Test cases should cover: a perfectly consistent state, a parameter missing from the map, a property missing from the map, a parameter in the map but not in the schema, and an empty file scenario.","Task","Backlog","Critical","data-eng-1@project.com","pm@project.com","2024-08-23","8.5","testing,quality,python","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","This task is a direct mitigation for RISK-AC-003.","US-006","TASK-ANA-012","2024-07-29 09:00","2024-07-29 09:00","Python,Pytest,Unit Testing"
"TASK-ANA-014: Integrate consistency script into CI pipeline","Modify the `validation.yml` workflow to add a new job that runs after the linters. This job will set up a Python environment, install any dependencies, and execute the `validator.py` script. The build must fail if the script exits with a non-zero code.","Task","Backlog","Critical","devops@project.com","pm@project.com","2024-08-23","4","ci,devops,automation","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-006","TASK-ANA-012,TASK-ANA-010","2024-07-29 09:00","2024-07-29 09:00","CI/CD,YAML,GitHub Actions"
"TASK-ANA-015: End-to-end test of consistency check in CI","Create a test Pull Request that introduces a deliberate inconsistency (e.g., add a new parameter to `custom_events.json` but not to the map). Verify that the CI pipeline runs and fails specifically at the consistency check step with a clear error message.","Task","Backlog","Critical","devops@project.com","pm@project.com","2024-08-23","3","ci,testing,e2e","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-006","TASK-ANA-014","2024-07-29 09:00","2024-07-29 09:00","CI/CD,Git"
"US-007: Create Comprehensive Repository README","As a New Contributor, I want to quickly understand the purpose and structure of the analytics repository by reading a single document, so that I can contribute effectively with minimal ramp-up time.

**Acceptance Criteria:**
1. The README explains the repository's purpose.
2. It describes the role of each of the four primary config/schema files.
3. It provides a high-level overview of the change management process.","Story","Backlog","High","","pm@project.com","2024-08-23","6.5","documentation","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","EPIC-ANA-002","","2024-07-29 09:00","2024-07-29 09:00",""
"TASK-ANA-016: Draft content for README.md","Write the initial draft of the `README.md` file. The content must cover the repository's purpose, a breakdown of each key directory (`config/`, `schemas/`) and file, and a brief summary of the contribution workflow.","Task","Backlog","High","lead@project.com","pm@project.com","2024-08-23","4","documentation","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-007","","2024-07-29 09:00","2024-07-29 09:00","Technical Writing,Markdown"
"TASK-ANA-017: Review and refine README.md","Have at least one other team member review the `README.md` draft for clarity, correctness, and completeness. Incorporate feedback and finalize the document.","Task","Backlog","High","devops@project.com","pm@project.com","2024-08-23","2.5","documentation,review","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-007","TASK-ANA-016","2024-07-29 09:00","2024-07-29 09:00","Technical Writing"
"US-008: Establish a Formal Contribution Process","As a Contributor, I want a formal, documented process for making changes to data contracts, so that all changes are consistent, well-vetted, and approved by the correct stakeholders.

**Acceptance Criteria:**
1. `CONTRIBUTING.md` provides a step-by-step guide for the PR process.
2. It defines the roles required for review (e.g., client dev, data analyst).
3. It states the definition of 'done' for a change to be merged.","Story","Backlog","High","","pm@project.com","2024-08-23","5","documentation,process","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","EPIC-ANA-002","","2024-07-29 09:00","2024-07-29 09:00",""
"TASK-ANA-018: Draft content for CONTRIBUTING.md","Write the `CONTRIBUTING.md` file, detailing the precise steps for proposing a change. This includes branch naming conventions, PR template usage, the mandatory requirement for all CI checks to pass, and the explicit definition of required reviewers for different types of changes.","Task","Backlog","High","lead@project.com","pm@project.com","2024-08-23","3","documentation,process","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-008","","2024-07-29 09:00","2024-07-29 09:00","Technical Writing,Process Definition"
"TASK-ANA-019: Review and get sign-off on CONTRIBUTING.md","Circulate the `CONTRIBUTING.md` draft among key stakeholders (e.g., dev lead, data lead, QA lead) to get feedback and formal sign-off. This ensures the defined process is agreed upon by all parties.","Task","Backlog","High","data-eng-1@project.com","pm@project.com","2024-08-23","2","documentation,review,process","Sprint 2","EPIC-ANA-002: Repository Governance and Automation","Analytics Collector Contracts","","","US-008","TASK-ANA-018","2024-07-29 09:00","2024-07-29 09:00","Communication,Process Definition"
