task_id,task_name,primary_skill,secondary_skill,complexity_level,estimated_hours,required_experience,team_size,dependencies,critical_path,resource_notes,alternative_approach
WI-004,"Implement FirebaseAuthAdapter Core and Anonymous Sign-In",Backend Development,,"High",7.3,Senior,1,"TASK-003",Yes,"Core auth implementation. Mitigates RISK-004 by using a try-catch-wrap helper method for all Firebase calls.","For RISK-004 contingency, implement a global unhandled exception handler."
WI-004-OAuth,"Implement Google and Apple Sign-In",Backend Development,,"High",6.7,Senior,1,"TASK-009",Yes,"High risk of external misconfiguration (RISK-003). Requires following a detailed configuration checklist.","Contingency for RISK-003: Remotely disable the failing sign-in provider via Remote Config."
WI-012-Auth,"Unit Test FirebaseAuthAdapter",Quality Assurance,Backend Development,High,12,Senior,1,"TASK-010",Yes,"High risk task (RISK-002) due to difficulty mocking Firebase SDK. Assigned to QA Engineer with strong mocking framework (Moq/NSubstitute) skills.","Mitigation for RISK-002: Implement a thin, mockable wrapper around the SDK. Contingency: Reduce unit test scope and expand integration tests."
WI-004-Review,"Review FirebaseAuthAdapter and Tests",Backend Development,,"Medium",3,Senior,1,"TASK-010,TASK-011",Yes,"Review for correctness, robustness, and consistent use of `FirebaseResult` pattern.","",
WI-007,"Implement FirestoreCloudSaveAdapter",Backend Development,Data Engineering,High,9.3,Senior,1,"TASK-003,TASK-015",Yes,"Core cloud save logic. Affected by RISK-004 (error handling) and RISK-006 (data migration). Must wrap all calls in `FirebaseResult`.","Contingency for RISK-006: If breaking change is deployed, roll out an immediate hotfix with client-side migration logic."
WI-012-Firestore,"Unit Test FirestoreCloudSaveAdapter",Quality Assurance,Backend Development,High,12,Senior,1,"TASK-018",Yes,"High risk task (RISK-002) due to difficulty mocking Firestore SDK objects.","Mitigation for RISK-002: Implement thin mockable wrappers around Firestore objects. Contingency: Reduce unit test scope and expand integration tests."
WI-007-Review,"Review FirestoreCloudSaveAdapter and Tests",Backend Development,,"Medium",3,Senior,1,"TASK-018,TASK-019",Yes,"Peer review focusing on async operations, snapshot processing, and error wrapping.","",
WI-008,"Implement FirebaseAnalyticsAdapter",Backend Development,Data Engineering,Medium,5.3,Mid,1,"US-008",No,"Requires converting a `Dictionary<string, object>` to Firebase's `Parameter` array.","Log events as a JSON string to a single parameter, and parse in the analytics backend."
WI-012-Analytics,"Unit Test FirebaseAnalyticsAdapter",Quality Assurance,Backend Development,Medium,6.2,Mid,1,"TASK-021",No,"Verify correct conversion of parameter dictionary to Firebase's expected format. Affected by mocking risk (RISK-002).","Contingency for RISK-002: Focus on integration testing using Firebase DebugView."
WI-008-Review,"Review FirebaseAnalyticsAdapter and Tests",Backend Development,,"Low",2,Mid,1,"TASK-021,TASK-022",No,"Peer review of Analytics adapter and its unit tests.","",
WI-009,"Implement FirebaseRemoteConfigAdapter",Backend Development,,"High",8.3,Senior,1,"TASK-003",No,"Implements the initialize-fetch-activate sequence. Affected by RISK-004 (error handling).","If initialization fails, the service should consistently return the hardcoded default values passed to it."
WI-012-RemoteConfig,"Unit Test FirebaseRemoteConfigAdapter",Quality Assurance,Backend Development,High,9.3,Senior,1,"TASK-024",No,"Verify the InitializeAsync sequence and that all `Get...` methods fallback to defaults correctly. Affected by mocking risk (RISK-002).","Contingency for RISK-002: Reduce unit test scope, expand integration testing by checking against values in the Firebase console."
WI-009-Review,"Review FirebaseRemoteConfigAdapter and Tests",Backend Development,,"Medium",3,Senior,1,"TASK-024,TASK-025",No,"Peer review of Remote Config adapter and its unit tests.","",
WI-010,"Implement FirebaseServiceFacade",Backend Development,,"Low",2,Mid,1,"TASK-012,TASK-020,TASK-023,TASK-026",Yes,"Core architectural pattern. A simple aggregator that depends on all adapters.","Combine all service logic into one large class, which would violate Single Responsibility Principle."
WI-010-Review,"Review FirebaseServiceFacade",Backend Development,,"Low",1,Mid,1,"TASK-027",Yes,"Verify class is a simple aggregator and follows the Facade pattern correctly.","",
WI-011,"Implement FirebaseServiceRegistration",DevOps,Backend Development,Low,2.2,Mid,1,"TASK-027",Yes,"Centralizes DI setup for the entire infrastructure layer.","Manually instantiate and pass dependencies in the application's composition root, which is harder to maintain."
WI-011-Review,"Review DI Registration Module",DevOps,Backend Development,Low,1,Mid,1,"TASK-029",Yes,"Verify all services are registered with the correct singleton lifetime.","",
WI-013-Setup,"Setup Integration Test Scene and DI",Quality Assurance,DevOps,Medium,4.2,Mid,1,"TASK-029",No,"Sets up the environment for end-to-end testing against a live Firebase project. Related to RISK-005 (flaky tests).","Alternative to live project tests for CI: Run tests against the Firebase Local Emulator Suite."
WI-013-AuthCloud,"Implement Auth and Cloud Save Integration Tests",Quality Assurance,Backend Development,High,12,Senior,1,"TASK-031",No,"End-to-end test of the core user loop. High risk of flakiness (RISK-005). Must include robust data creation and cleanup logic.","Mitigation for RISK-005: Use unique random IDs for test users/documents and implement retry logic for network calls."
WI-013-AnalyticsConfig,"Implement Analytics and Remote Config Integration Tests",Quality Assurance,Backend Development,High,8.3,Senior,1,"TASK-031",No,"End-to-end tests for supporting services. Analytics verification requires manually observing Firebase DebugView.","Automate analytics verification by exporting data to BigQuery and running queries to confirm event delivery."
WI-013-Review,"Review Integration Test Suite",Quality Assurance,,"Medium",4.2,Senior,1,"TASK-032,TASK-033",No,"Review tests for stability, proper assertions, and robust setup/teardown procedures.","",
