
Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Implement Google and Apple Sign-In","Extend `FirebaseAuthAdapter` to implement `SignInWithGoogleAsync` and `SignInWithAppleAsync`. This involves creating `Credential` objects from the provided ID tokens and calling `SignInWithCredentialAsync`.","Development","Backlog","Critical","backend-dev@project.com","pm@project.com","",6.7,"adapter,auth,oauth,WI-004,US-004,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","","Risk Mitigation for RISK-003: Use detailed Firebase documentation and create a configuration checklist.","US-004","TASK-009",2024-05-01 09:00,2024-05-01 09:00,"C#,Firebase Authentication"
"Unit Test FirebaseAuthAdapter","Create a comprehensive NUnit test suite for `FirebaseAuthAdapter`. Use Moq/NSubstitute to mock the Firebase Auth SDK. Cover success and failure paths for all sign-in methods, sign-out, and status checks.","Test","Backlog","Critical","qa-engineer@project.com","pm@project.com","",12,"unit-test,auth,WI-012,US-004,US-012,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","tests/PatternCipher.Infrastructure.Firebase.Tests/Authentication/FirebaseAuthAdapterTests.cs","High risk task (RISK-002). Mitigation: Implement the thin wrapper strategy for SDKs.","US-004","TASK-010",2024-05-01 09:00,2024-05-01 09:00,"NUnit,Moq"
"Review FirebaseAuthAdapter and Tests","Peer review the complete `FirebaseAuthAdapter` implementation and its unit tests. Check for correctness, robustness, and adherence to the `FirebaseResult` pattern.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",3,"review,auth,WI-004,US-004,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","","","US-004","TASK-010,TASK-011",2024-05-01 09:00,2024-05-01 09:00,"C#,Firebase Authentication"
"Implement FirestoreCloudSaveAdapter","Create the `FirestoreCloudSaveAdapter` class implementing `ICloudSaveService`. Implement `SavePlayerProfileAsync` using the mapper and `docRef.SetAsync()`. Implement `LoadPlayerProfileAsync` using `docRef.GetSnapshotAsync()`, checking `snapshot.Exists`, converting with `snapshot.ConvertTo<T>()`, and using the mapper. Wrap all calls in `FirebaseResult`.","Development","Backlog","Critical","backend-dev@project.com","pm@project.com","",9.3,"adapter,firestore,cloud-save,WI-007,US-007,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","src/PatternCipher.Infrastructure.Firebase/CloudSave/FirestoreCloudSaveAdapter.cs","Risks: RISK-004, RISK-006","US-007","TASK-003,TASK-015",2024-05-01 09:00,2024-05-01 09:00,"C#,Cloud Firestore,Async/Await"
"Unit Test FirestoreCloudSaveAdapter","Create NUnit tests for `FirestoreCloudSaveAdapter`. Mock the Firestore SDK dependencies (`FirebaseFirestore`, `DocumentReference`, `DocumentSnapshot`). Test `Save` verifies that `SetAsync` is called with a correctly mapped DTO. Test `Load` for success, document not found, and exception cases.","Test","Backlog","Critical","qa-engineer@project.com","pm@project.com","",12,"unit-test,firestore,WI-012,US-007,US-012,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","tests/PatternCipher.Infrastructure.Firebase.Tests/CloudSave/FirestoreCloudSaveAdapterTests.cs","High risk task (RISK-002). Mitigation: Implement thin mockable wrappers around Firestore objects.","US-007","TASK-018",2024-05-01 09:00,2024-05-01 09:00,"NUnit,Moq"
"Review FirestoreCloudSaveAdapter and Tests","Peer review the Firestore adapter and its unit tests, focusing on the handling of async operations, snapshot processing, and error wrapping.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",3,"review,firestore,WI-007,US-007,EPIC-002","Sprint 1","Service Adapters Implementation","BackendServiceFacade","","","US-007","TASK-018,TASK-019",2024-05-01 09:00,2024-05-01 09:00,"C#,Cloud Firestore"
"Implement FirebaseAnalyticsAdapter","Create the `FirebaseAnalyticsAdapter` implementing `IAnalyticsService`. Implement `LogEvent` (with and without parameters) and `SetUserProperty`. The parameterized `LogEvent` must convert a `Dictionary<string, object>` to an array of `Firebase.Analytics.Parameter`.","Development","Backlog","High","backend-dev@project.com","pm@project.com","",5.3,"adapter,analytics,WI-008,US-008,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","src/PatternCipher.Infrastructure.Firebase/Analytics/FirebaseAnalyticsAdapter.cs","","US-008","",2024-05-15 09:00,2024-05-15 09:00,"C#,Firebase Analytics"
"Unit Test FirebaseAnalyticsAdapter","Write NUnit tests for the `FirebaseAnalyticsAdapter`. Mock the `FirebaseAnalytics` SDK calls and verify that the adapter's methods call the SDK with the correctly formatted arguments, especially for the parameter dictionary conversion.","Test","Backlog","High","qa-engineer@project.com","pm@project.com","",6.2,"unit-test,analytics,WI-012,US-008,US-012,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","tests/PatternCipher.Infrastructure.Firebase.Tests/Analytics/FirebaseAnalyticsAdapterTests.cs","Risk: RISK-002","US-008","TASK-021",2024-05-15 09:00,2024-05-15 09:00,"NUnit,Moq"
"Review FirebaseAnalyticsAdapter and Tests","Peer review the Analytics adapter and its unit tests.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",2,"review,analytics,WI-008,US-008,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","","","US-008","TASK-021,TASK-022",2024-05-15 09:00,2024-05-15 09:00,"C#"
"Implement FirebaseRemoteConfigAdapter","Create `FirebaseRemoteConfigAdapter` implementing `IRemoteConfigService`. Implement `InitializeAsync` to perform the SetDefaults, Fetch, and Activate sequence, wrapping the outcome in a `FirebaseResult`. Implement `GetString`, `GetBool`, `GetInt`, and `GetFloat` to retrieve typed values from the SDK, providing a fallback to the default value.","Development","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"adapter,remote-config,WI-009,US-009,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","src/PatternCipher.Infrastructure.Firebase/RemoteConfig/FirebaseRemoteConfigAdapter.cs","Risk: RISK-004","US-009","TASK-003",2024-05-15 09:00,2024-05-15 09:00,"C#,Firebase Remote Config"
"Unit Test FirebaseRemoteConfigAdapter","Write NUnit tests for `FirebaseRemoteConfigAdapter`. Mock the Remote Config SDK. Test the `InitializeAsync` sequence for both success and failure. Test each `Get...` method to verify it returns the correct value from the mock SDK and falls back to the default value correctly.","Test","Backlog","High","qa-engineer@project.com","pm@project.com","",9.3,"unit-test,remote-config,WI-012,US-009,US-012,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","tests/PatternCipher.Infrastructure.Firebase.Tests/RemoteConfig/FirebaseRemoteConfigAdapterTests.cs","Risk: RISK-002","US-009","TASK-024",2024-05-15 09:00,2024-05-15 09:00,"NUnit,Moq"
"Review FirebaseRemoteConfigAdapter and Tests","Peer review the Remote Config adapter and its unit tests.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",3,"review,remote-config,WI-009,US-009,EPIC-002","Sprint 2","Service Adapters Implementation","BackendServiceFacade","","","US-009","TASK-024,TASK-025",2024-05-15 09:00,2024-05-15 09:00,"C#,Firebase Remote Config"
"Implement FirebaseServiceFacade","Create the `FirebaseServiceFacade` class. It will have a single constructor that accepts all service interfaces (`IAuthenticationService`, `ICloudSaveService`, etc.) via dependency injection. Expose each service via a public read-only property.","Development","Backlog","Critical","backend-dev@project.com","pm@project.com","",2,"facade,architecture,WI-010,US-010,EPIC-003","Sprint 2","Facade and Dependency Injection","BackendServiceFacade","src/PatternCipher.Infrastructure.Firebase/FirebaseServiceFacade.cs","","US-010","TASK-012,TASK-020,TASK-023,TASK-026",2024-05-15 09:00,2024-05-15 09:00,"C#,Dependency Injection"
"Review FirebaseServiceFacade","Peer review the `FirebaseServiceFacade` to ensure it's a simple aggregator and follows the Facade pattern correctly.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",1,"review,facade,WI-010,US-010,EPIC-003","Sprint 2","Facade and Dependency Injection","BackendServiceFacade","","","US-010","TASK-027",2024-05-15 09:00,2024-05-15 09:00,"C#"
"Implement FirebaseServiceRegistration","Create a static `FirebaseServiceRegistration` class with a public static extension method `AddFirebaseInfrastructure`. This method will register all service interfaces to their concrete adapter implementations, and the `FirebaseServiceFacade` itself, all with a singleton lifetime.","Development","Backlog","Critical","backend-dev@project.com","pm@project.com","",2.2,"di,configuration,WI-011,US-011,EPIC-003","Sprint 2","Facade and Dependency Injection","BackendServiceFacade","src/PatternCipher.Infrastructure.Firebase/DependencyInjection/FirebaseServiceRegistration.cs","","US-011","TASK-027",2024-05-15 09:00,2024-05-15 09:00,"C#,Dependency Injection"
"Review DI Registration Module","Peer review the `FirebaseServiceRegistration` class to ensure all services are registered correctly and with the appropriate singleton lifetime.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",1,"review,di,WI-011,US-011,EPIC-003","Sprint 2","Facade and Dependency Injection","BackendServiceFacade","","","US-011","TASK-029",2024-05-15 09:00,2024-05-15 09:00,"C#,Dependency Injection"
"Setup Integration Test Scene and DI","Create a new Unity scene dedicated to integration testing. Create a test runner script that, in its setup phase, configures and builds a DI container, registering all the Firebase services using the `FirebaseServiceRegistration` module.","Test","Backlog","High","qa-engineer@project.com","pm@project.com","",4.2,"integration-test,setup,WI-013,US-013,EPIC-004","Sprint 2","Quality Assurance","BackendServiceFacade","","","US-013","TASK-029",2024-05-15 09:00,2024-05-15 09:00,"Unity Test Runner,C#,Dependency Injection"
"Implement Auth and Cloud Save Integration Tests","Write `[UnityTest]` coroutines to test the core loop: 1. Sign in anonymously. 2. Save a new player profile. 3. Load the profile back. 4. Assert that the loaded data matches the saved data. 5. Sign out. The test must clean up after itself by deleting the created user and document.","Test","Backlog","High","qa-engineer@project.com","pm@project.com","",12,"integration-test,auth,firestore,WI-013,US-013,EPIC-004","Sprint 2","Quality Assurance","BackendServiceFacade","","Risk Mitigation for RISK-005: Use unique, random IDs for test users/documents. Implement retry logic for potential network flakiness.","US-013","TASK-031",2024-05-15 09:00,2024-05-15 09:00,"Unity Test Runner,C#,Firebase"
"Implement Analytics and Remote Config Integration Tests","Write `[UnityTest]` coroutines to test supporting services. 1. Test Remote Config by fetching a value and asserting it matches the value set in the Firebase console. 2. Test Analytics by logging a custom event and verifying its appearance in the Firebase DebugView.","Test","Backlog","High","qa-engineer@project.com","pm@project.com","",8.3,"integration-test,analytics,remote-config,WI-013,US-013,EPIC-004","Sprint 2","Quality Assurance","BackendServiceFacade","","Verification requires manually observing the Firebase DebugView.","US-013","TASK-031",2024-05-15 09:00,2024-05-15 09:00,"Unity Test Runner,C#,Firebase"
"Review Integration Test Suite","Peer review the entire integration test suite. Check for test stability, proper use of `[UnityTest]`, correct assertion logic, and robust setup/teardown procedures.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",4.2,"review,integration-test,WI-013,US-013,EPIC-004","Sprint 2","Quality Assurance","BackendServiceFacade","","","US-013","TASK-032,TASK-033",2024-05-15 09:00,2024-05-15 09:00,"Unity Test Runner,C#"
