Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"[EPIC-LBS-02] TASK-LBS-007: Define LeaderboardEntry domain model interface","Create the `src/domain/models/leaderboard-entry.model.ts` file and define the `LeaderboardEntry` TypeScript interface, ensuring all fields and types match the SDS specification.

**Acceptance Criteria:**
- The `LeaderboardEntry` interface is defined and exported.
- All properties (`userId`, `userName`, etc.) and their types (`string`, `number`, `FieldValue`) are correct.
- The `FieldValue` type is imported from `firebase-admin/firestore`.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,1,"model,domain,types,Backend","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/domain/models/leaderboard-entry.model.ts",,"US-LBS-004","TASK-LBS-001","2024-05-01 09:08:00","2024-05-01 09:08:00","TypeScript"
"[EPIC-LBS-02] TASK-LBS-008: Define SubmitScore DTO and Joi validation schema","Create `src/application/dtos/submit-score.dto.ts` to define the `SubmitScoreDto` interface and the corresponding `submitScoreSchema` using the Joi library for runtime validation.

**Acceptance Criteria:**
- The `SubmitScoreDto` interface is defined and exported.
- The `submitScoreSchema` Joi object is defined and exported.
- The Joi schema requires `levelId`, `score`, `moves`, and `timeInSeconds`.
- The schema enforces correct types (string, integer) and minimum values.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,2.7,"dto,validation,api-contract,Backend","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/application/dtos/submit-score.dto.ts",,"US-LBS-004","TASK-LBS-001","2024-05-01 09:09:00","2024-05-01 09:09:00","TypeScript,Joi"
"US-LBS-005: Implement Server-Side Score Plausibility Checks","As a Developer, I want to implement a domain service that validates if a score is plausible, so that obviously cheated or bugged scores are rejected before they are saved to the leaderboard.",Story,Backlog,Critical,backend-dev@project.com,pm@project.com,,7.3,"domain-service,validation,business-logic","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend",,"- Given a `ScoreValidatorService` instance, When `isPlausible()` is called with a score, moves, and time that are all within the ranges defined in `constants.ts`, Then the method returns `true`.
- Given a `ScoreValidatorService` instance, When `isPlausible()` is called with a score that is higher than `MAX_SCORE`, Then the method returns `false`.
- Given a `ScoreValidatorService` instance, When `isPlausible()` is called with a time in seconds that is lower than `MIN_TIME_SECONDS`, Then the method returns `false`.","EPIC-LBS-02","US-LBS-001,US-LBS-004","2024-05-01 09:10:00","2024-05-01 09:10:00",
"[EPIC-LBS-02] TASK-LBS-009: Implement ScoreValidator domain service","Create the `ScoreValidatorService` class in `src/domain/services/score-validator.service.ts`. Implement the `isPlausible` method to check a score submission against the business rules defined in `constants.ts`.

**Acceptance Criteria:**
- The `ScoreValidatorService` class is created.
- The `isPlausible` method correctly uses `SCORE_VALIDATION_RULES` from the constants module.
- The method returns `true` for plausible scores and `false` for implausible ones.
- The logic handles checks for score, moves, and time.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,2.7,"domain-service,business-logic,validation,DomainLogic","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/domain/services/score-validator.service.ts",,"US-LBS-005","TASK-LBS-002,TASK-LBS-008","2024-05-01 09:11:00","2024-05-01 09:11:00","TypeScript"
"US-LBS-010: Ensure Core Logic Correctness with Unit Tests","As a Developer, I want to write comprehensive unit tests for the `ScoreValidatorService`, so that I can confidently refactor or extend the business rules while ensuring correctness.",Story,Backlog,High,qa-engineer@project.com,pm@project.com,,4.6,"unit-test,quality","Sprint 1","EPIC-LBS-04: Quality Assurance and Testing","Leaderboard Service Backend",,"- Given the test suite for `ScoreValidatorService`, When a test case with a valid score is run, Then the test passes.
- Given the test suite, When test cases for each boundary condition (min/max score, moves, time) are run, Then they all pass by correctly identifying the scores as implausible.
- Given the test suite is run, When the code coverage report is generated, Then the coverage for `score-validator.service.ts` is above 95%.","EPIC-LBS-04","US-LBS-005","2024-05-01 09:12:00","2024-05-01 09:12:00",
"[EPIC-LBS-02] TASK-LBS-017: Develop Unit Tests for ScoreValidatorService","Write a Jest test suite for the `ScoreValidatorService`. The tests must cover all boundary conditions for the plausibility checks, including valid inputs, inputs below minimums, and inputs above maximums.

**Acceptance Criteria:**
- A test suite for `score-validator.service.ts` is created.
- A test case for a valid, plausible score passes.
- At least one test case for each boundary condition violation (min/max score, moves, time) passes.
- Code coverage for `score-validator.service.ts` exceeds 95%.",Task,Backlog,Critical,qa-engineer@project.com,pm@project.com,,4.6,"unit-test,jest,quality,QA","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/domain/services/score-validator.service.test.ts",,"US-LBS-005","TASK-LBS-009","2024-05-01 09:13:00","2024-05-01 09:13:00","Jest,TypeScript"
"US-LBS-006: Implement Score Persistence Logic","As a Developer, I want to implement a repository that handles writing leaderboard entries to Firestore, so that the application's business logic is cleanly separated from the database infrastructure.",Story,Backlog,Critical,backend-dev@project.com,pm@project.com,,4.3,"data-access,repository,firestore","Sprint 1","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend",,"- Given a `LeaderboardRepository` instance initialized with a mock Firestore object, When the `submitScore` method is called with a valid `LeaderboardEntry` object, Then the repository calls the `add` method on the correct Firestore collection specified in `constants.ts`.
- Given the Firebase initializer module, When it is imported, Then it calls `admin.initializeApp()` once and exports a valid Firestore `db` instance.
- Given the repository is used in an integration test, When `submitScore` is called, Then a new document matching the `LeaderboardEntry` is created in the emulated Firestore database.","EPIC-LBS-03","US-LBS-001,US-LBS-004","2024-05-01 09:14:00","2024-05-01 09:14:00",
"[EPIC-LBS-01] TASK-LBS-005: Implement Firebase Admin SDK initializer module","Create the `src/infrastructure/firebase.ts` module. This module will perform the one-time initialization of the Firebase Admin SDK and export the `db` and `auth` instances for use throughout the application.

**Acceptance Criteria:**
- The file `src/infrastructure/firebase.ts` is created.
- `admin.initializeApp()` is called exactly once.
- Initialized `db` and `auth` instances are exported.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,1.1,"setup,infrastructure,firebase,Infrastructure","Sprint 1","EPIC-LBS-01: Project Scaffolding and Core Configuration","Leaderboard Service Backend","firebase/functions/leaderboards/src/infrastructure/firebase.ts",,"US-LBS-006","TASK-LBS-001","2024-05-01 09:15:00","2024-05-01 09:15:00","TypeScript,Firebase Admin SDK"
"[EPIC-LBS-01] TASK-LBS-006: Implement Leaderboard Repository for Firestore writes","Create the `LeaderboardRepository` class in `src/infrastructure/repositories/leaderboard.repository.ts`. This class will abstract the logic for writing a `LeaderboardEntry` document to the `leaderboards` collection in Firestore.

**Acceptance Criteria:**
- The `LeaderboardRepository` class is implemented with a constructor accepting a Firestore instance.
- The `submitScore` method calls `firestore.collection(...).add(entry)`.
- The collection name is correctly retrieved from the `constants.ts` module.
- The code is fully typed and passes linting.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,3.2,"repository,firestore,data-access,DataAccess","Sprint 1","EPIC-LBS-01: Project Scaffolding and Core Configuration","Leaderboard Service Backend","firebase/functions/leaderboards/src/infrastructure/repositories/leaderboard.repository.ts",,"US-LBS-006","TASK-LBS-002,TASK-LBS-005,TASK-LBS-007","2024-05-01 09:16:00","2024-05-01 09:16:00","TypeScript,Firebase Admin SDK"
"US-LBS-007: Orchestrate the Score Submission Use Case","As a Developer, I want to create an application service that orchestrates the score submission process, so that the main endpoint logic remains clean and delegates business rules and data persistence to the correct components.",Story,Backlog,Critical,backend-dev@project.com,pm@project.com,,10,"application-service,orchestration","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend",,"- Given a `LeaderboardService` instance with mocked dependencies, When `handleScoreSubmission` is called with a DTO that the `ScoreValidatorService` deems implausible, Then the service throws an `HttpsError` with the code 'invalid-argument'.
- Given a `LeaderboardService` instance with mocked dependencies, When `handleScoreSubmission` is called with a plausible DTO, Then it calls the `leaderboardRepository.submitScore` method once.
- Given a `LeaderboardService` instance with mocked dependencies, When `handleScoreSubmission` is called with a plausible DTO, Then the `LeaderboardEntry` passed to the repository correctly maps the DTO data and includes the `userId` and `userName` from the auth context.","EPIC-LBS-02","US-LBS-005,US-LBS-006","2024-05-01 09:17:00","2024-05-01 09:17:00",
"[EPIC-LBS-02] TASK-LBS-010: Implement Leaderboard application service","Create the `LeaderboardService` class in `src/application/leaderboard.service.ts`. This service will orchestrate the score submission use case by coordinating the `ScoreValidatorService` and `LeaderboardRepository`.

**Acceptance Criteria:**
- The `LeaderboardService` class is created with a constructor for its dependencies (validator, repository).
- The `handleScoreSubmission` method calls `scoreValidator.isPlausible`.
- If validation fails, an `HttpsError` with code 'invalid-argument' is thrown.
- If validation succeeds, a `LeaderboardEntry` is constructed with data from the DTO and auth context.
- The constructed entry is passed to the repository's `submitScore` method.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,4.2,"application-service,orchestration,ApplicationLogic","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/application/leaderboard.service.ts",,"US-LBS-007","TASK-LBS-009,TASK-LBS-006","2024-05-01 09:18:00","2024-05-01 09:18:00","TypeScript,Software Architecture"
"[EPIC-LBS-02] TASK-LBS-011: Develop Unit Tests for LeaderboardService","Write a Jest test suite for the `LeaderboardService`, using mocks for the `ScoreValidatorService` and `LeaderboardRepository` to test the orchestration logic in isolation.

**Acceptance Criteria:**
- A test suite for `leaderboard.service.ts` is created.
- A test verifies that an `HttpsError` is thrown when the mocked validator returns `false`.
- A test verifies that the repository's `submitScore` method is called when the mocked validator returns `true`.
- A test asserts that the object passed to the repository is correctly constructed from the DTO and auth context.",Task,Backlog,Critical,qa-engineer@project.com,pm@project.com,,5.8,"unit-test,jest,mocking,QA","Sprint 1","EPIC-LBS-02: Domain and Application Layer Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/application/leaderboard.service.test.ts",,"US-LBS-007","TASK-LBS-010","2024-05-01 09:19:00","2024-05-01 09:19:00","Jest,TypeScript"
"EPIC-LBS-03: Infrastructure and Endpoint Implementation","Implement the public-facing `submitScore` endpoint, including authentication, rate-limiting, and error handling, connecting the application logic to the outside world.",Epic,Backlog,Critical,product-owner@project.com,pm@project.com,,0,"endpoint,firebase-functions,rate-limiting,security","","Leaderboard Service Backend",,,,,,,
"US-LBS-008: Implement Secure Score Submission Endpoint","As a Developer, I want to implement the main `https.onCall` cloud function for score submission, so that clients have a secure, authenticated, and validated endpoint to submit their scores.",Story,Backlog,Critical,backend-dev@project.com,pm@project.com,,17.7,"endpoint,security,validation","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend",,"- Given the `submitScore` function is invoked without an authentication context, When the function executes, Then it throws an `HttpsError` with the code 'unauthenticated'.
- Given a user is authenticated, When they invoke the `submitScore` function with a data payload that fails Joi validation (e.g., a missing field), Then the function throws an `HttpsError` with the code 'invalid-argument'.
- Given a user is authenticated and not rate-limited, When they invoke `submitScore` with a valid and plausible score payload, Then the function completes successfully and returns `{ success: true, ... }`.","EPIC-LBS-03","US-LBS-004,US-LBS-007,US-LBS-009","2024-05-01 09:20:00","2024-05-01 09:20:00",
"[EPIC-LBS-03] TASK-LBS-012: Implement `submitScore` function structure and initial checks","In `src/index.ts`, define the `submitScore` `https.onCall` function. Implement the initial guard clauses: check for user authentication (`context.auth`) and validate the incoming data payload against the `submitScoreSchema` Joi schema.

**Acceptance Criteria:**
- An `https.onCall` function named `submitScore` is exported from `index.ts`.
- The function throws an 'unauthenticated' `HttpsError` if `context.auth` is null.
- The function validates `data` against the Joi schema.
- The function throws an 'invalid-argument' `HttpsError` if Joi validation fails.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,4,"endpoint,firebase-functions,security,Presentation","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/index.ts",,"US-LBS-008","TASK-LBS-008,TASK-LBS-010","2024-05-01 09:21:00","2024-05-01 09:21:00","TypeScript,Firebase Cloud Functions"
"US-LBS-009: Implement Anti-Abuse Rate Limiting","As a Developer, I want to implement transactional rate-limiting on score submissions, so that a single user cannot flood the system with requests, ensuring service availability and preventing simple spam attacks.",Story,Backlog,Critical,backend-dev@project.com,pm@project.com,,17,"rate-limiting,security,firestore,transaction","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend",,"- Given a user has made `MAX_SUBMISSIONS - 1` submissions within the time window, When they make one more submission, Then the request is allowed and a new timestamp is written to their rate-limit document in Firestore.
- Given a user has made `MAX_SUBMISSIONS` submissions within the time window, When they attempt another submission, Then the `enforceRateLimit` function throws an `HttpsError` with the code 'resource-exhausted'.
- Given a user has no previous submissions, When they make their first submission, Then a new rate-limit document is created for them in Firestore with a single timestamp.","EPIC-LBS-03","US-LBS-006","2024-05-01 09:22:00","2024-05-01 09:22:00",
"[EPIC-LBS-03] TASK-LBS-014: Implement transactional rate-limiting logic","Implement the `enforceRateLimit` helper function using a Firestore transaction (`runTransaction`). This function will atomically read a user's submission timestamps, check if they are over the limit, and update the timestamps if they are not.

**Acceptance Criteria:**
- The `enforceRateLimit` function is implemented and uses `db.runTransaction`.
- The logic correctly filters timestamps to the configured time window.
- An `HttpsError` with code 'resource-exhausted' is thrown if the submission count exceeds `MAX_SUBMISSIONS`.
- The transaction correctly adds a new timestamp to an existing document.
- The transaction correctly creates a new document for a first-time submitter.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,8.5,"rate-limiting,firestore,transaction,security,Infrastructure","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","src/index.ts",,"US-LBS-009","TASK-LBS-002,TASK-LBS-005","2024-05-01 09:23:00","2024-05-01 09:23:00","TypeScript,Firebase Admin SDK"
"[EPIC-LBS-03] TASK-LBS-013: Integrate services and error handling into `submitScore` function","Complete the `submitScore` function by instantiating and wiring together the services (DI). Delegate valid requests to the `leaderboardService`. Implement a try/catch block to handle known `HttpsError`s and log unexpected internal errors.

**Acceptance Criteria:**
- Services (Validator, Repository, LeaderboardService) are instantiated at the top level.
- A valid request successfully calls `leaderboardService.handleScoreSubmission`.
- A successful execution returns a `{ success: true, ... }` object.
- An unexpected error is caught, logged via `functions.logger.error`, and re-thrown as an 'internal' `HttpsError`.",Task,Backlog,Critical,backend-dev@project.com,pm@project.com,,5.2,"endpoint,firebase-functions,di,error-handling,Presentation","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","firebase/functions/leaderboards/src/index.ts",,"US-LBS-008","TASK-LBS-012,TASK-LBS-014","2024-05-01 09:24:00","2024-05-01 09:24:00","TypeScript,Firebase Cloud Functions"
"EPIC-LBS-04: Quality Assurance and Testing","Define and implement the testing strategy, including setting up the test environment and writing comprehensive unit and integration tests to ensure the service is correct, robust, and secure.",Epic,Backlog,High,product-owner@project.com,pm@project.com,,0,"testing,qa,quality,unit-test,integration-test","","Leaderboard Service Backend",,,,,,,
"US-LBS-011: Verify End-to-End Functionality with Integration Tests","As a Developer, I want to write integration tests using the Firebase Emulator Suite, so that I can verify the entire request lifecycle, including authentication, validation, rate limiting, and database interactions.",Story,Backlog,High,qa-engineer@project.com,pm@project.com,,23.5,"integration-test,firebase-emulator,e2e","Sprint 2","EPIC-LBS-04: Quality Assurance and Testing","Leaderboard Service Backend",,"- Given the Firebase emulators are running, When an integration test calls the `submitScore` function with valid data, Then it asserts that a corresponding document is created in the emulated Firestore.
- Given the emulators are running, When an integration test calls the function without auth or with an implausible score, Then it asserts that the correct `HttpsError` ('unauthenticated' or 'invalid-argument') is thrown.
- Given the emulators are running, When an integration test calls the function more times than the rate limit allows, Then it asserts that a 'resource-exhausted' error is thrown on the final call.","EPIC-LBS-04","US-LBS-008","2024-05-01 09:25:00","2024-05-01 09:25:00",
"[EPIC-LBS-04] TASK-LBS-018: Setup Jest for integration testing with Firebase Emulators","Configure the Jest test environment to automatically start and stop the Firebase Emulator Suite. This includes setting up global setup/teardown scripts and configuring environment variables for the tests to connect to the emulators.

**Acceptance Criteria:**
- A Jest global setup script is created to start the emulators.
- A Jest global teardown script is created to stop the emulators.
- `jest.config.js` is updated to use these scripts.
- Tests can successfully connect to the emulated Firestore and Auth services.",Task,Backlog,High,qa-engineer@project.com,pm@project.com,,6.5,"integration-test,jest,firebase-emulator,test-setup,DevOps","Sprint 2","EPIC-LBS-04: Quality Assurance and Testing","Leaderboard Service Backend","jest.config.js",,"US-LBS-011","TASK-LBS-001","2024-05-01 09:26:00","2024-05-01 09:26:00","Jest,Firebase Emulator Suite,npm scripts"
"[EPIC-LBS-03] TASK-LBS-019: Develop integration test for the successful score submission path","Using the Firebase Emulator Suite, write a test that calls the `submitScore` function with a valid, authenticated request and asserts that the corresponding leaderboard entry is correctly created in the emulated Firestore.

**Acceptance Criteria:**
- The test successfully calls the `submitScore` function as an authenticated user.
- The test asserts the function returns a success response.
- The test queries the emulated Firestore and asserts that a new document was created in the `leaderboards` collection.
- The created document's data (userId, levelId, score, etc.) matches the submitted data.",Task,Backlog,Critical,qa-engineer@project.com,pm@project.com,,5.3,"integration-test,jest,firebase-emulator,QA","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","index.test.ts",,"US-LBS-008","TASK-LBS-018,TASK-LBS-013","2024-05-01 09:27:00","2024-05-01 09:27:00","Jest,Firebase Emulator Suite"
"[EPIC-LBS-03] TASK-LBS-020: Develop integration tests for failure paths","Write integration tests for various failure scenarios: unauthenticated calls, requests with invalid data (failing DTO validation), and requests with implausible scores (failing business rule validation).

**Acceptance Criteria:**
- A test for an unauthenticated call asserts that an 'unauthenticated' `HttpsError` is thrown.
- A test with an invalid DTO (e.g., missing `levelId`) asserts an 'invalid-argument' `HttpsError` is thrown.
- A test with an implausible score (e.g., score of -10) asserts an 'invalid-argument' `HttpsError` is thrown.
- Each test asserts that no document was written to the `leaderboards` collection.",Task,Backlog,Critical,qa-engineer@project.com,pm@project.com,,3.2,"integration-test,jest,firebase-emulator,error-handling,QA","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","index.test.ts",,"US-LBS-008","TASK-LBS-018,TASK-LBS-013","2024-05-01 09:28:00","2024-05-01 09:28:00","Jest,Firebase Emulator Suite"
"[EPIC-LBS-03] TASK-LBS-021: Develop integration test for rate-limiting","Write an integration test that repeatedly calls the `submitScore` function for the same user to verify the rate-limiting logic. The test must assert that requests are successful up to the limit and then fail with the correct error.

**Acceptance Criteria:**
- The test calls the function `MAX_SUBMISSIONS` times in a loop and asserts each call succeeds.
- The test calls the function one more time (`MAX_SUBMISSIONS + 1`) and asserts that it throws an `HttpsError` with code 'resource-exhausted'.
- The test verifies the final state of the user's rate-limit document in Firestore.",Task,Backlog,Critical,qa-engineer@project.com,pm@project.com,,8.5,"integration-test,jest,firebase-emulator,rate-limiting,QA","Sprint 2","EPIC-LBS-03: Infrastructure and Endpoint Implementation","Leaderboard Service Backend","index.test.ts",,"US-LBS-009","TASK-LBS-018,TASK-LBS-013","2024-05-01 09:29:00","2024-05-01 09:29:00","Jest,Firebase Emulator Suite"
"EPIC-LBS-05: CI/CD and Documentation","Establish automated pipelines for continuous integration and deployment, and create developer-facing documentation to ensure the service is maintainable and easy to onboard new team members.",Epic,Backlog,High,product-owner@project.com,pm@project.com,,0,"ci-cd,devops,automation,documentation","","Leaderboard Service Backend",,,,,,,
"US-LBS-012: Automate Build and Deployment","As a DevOps Engineer, I want to set up a CI/CD pipeline for the leaderboard service, so that every change is automatically built, tested, and deployed, ensuring code quality and rapid, reliable delivery.",Story,Backlog,High,devops@project.com,pm@project.com,,23.5,"ci-cd,automation,github-actions","Sprint 3","EPIC-LBS-05: CI/CD and Documentation","Leaderboard Service Backend",,"- Given a developer creates a pull request, When the code is pushed, Then a CI workflow is triggered that runs the linter and all unit and integration tests.
- Given a pull request has a failing test in the CI workflow, When a developer views the PR, Then merging is blocked until the tests are fixed.
- Given a pull request is merged into the `main` branch, When the CD workflow completes, Then the new version of the `submitScore` function and its related rules are successfully deployed to the staging Firebase project.","EPIC-LBS-05","US-LBS-001,US-LBS-011","2024-05-01 09:30:00","2024-05-01 09:30:00",
